Type;Name;Version;purl;Supplier;Website;Source;Description;Licenses;Direct Dependency of;SHA-512 Hash;BomRef;End of support date;Life cycle support
library;libunistring;1.2;pkg:generic/libunistring@1.2;;;;Text files are nowadays usually encoded in Unicode, and may consist of very different scripts from Latin letters to Chinese Hanzi with many kinds of special characters accents, right-to-left writing marks, hyphens, Roman numbers, and much more. But the POSIX platform APIs for text do not contain adequate functions for dealing with particular properties of many Unicode characters. In fact, the POSIX APIs for text have several assumptions at their base which don't hold for Unicode text. This library provides functions for manipulating Unicode strings and for manipulating C strings according to the Unicode standard. This package contains documentation.;LGPL-3.0-or-later | GPL-2.0-or-later;libidn2@2.3.7;;be262392-1ee0-45cf-9016-213e7121eb30;;
library;libunwind;1.6.2;pkg:generic/libunwind@1.6.2;;;;a portable and efficient C programming interface (API) to determine the call-chain of a program;MIT;gperftools@2.15;;cde1538b-d50a-44a2-aeee-733b4626bab9;;
library;libusb;1.0.27;pkg:generic/libusb@1.0.27;;;;A cross-platform library to access USB devices from Linux, macOS, Windows, OpenBSD/NetBSD, Haiku and Solaris userspace.;LGPL-2.1-or-later;"upower@0.99.17 ; usbutils@017";;9e74aef8-a897-4754-a7c8-b2967b415050;;
library;libx11-compose-data;1.8.4;pkg:generic/libx11-compose-data@1.8.4;;;;This package provides the compose data files for libx11.;MIT & BSD-1-Clause & HPND & HPND-sell-variant & ISC;xkbcommon/libxkbcommon@1.6.0;;99b190c8-5c21-4976-b229-be1bc0cd90f1;;
library;libxcrypt;4.4.36;pkg:generic/libxcrypt@4.4.36;;;;Forked code from glibc libary to extract only crypto part.;LGPL-2.1-only;"busybox@1.36.1 ; cpython@3.12.12 ; linux-pam@1.5.3 ; perl@5.38.4 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12 ; shadow@4.14.2 ; util-linux@2.39.3";;cffc96dc-b002-4ea4-810e-d7caea9f1252;;
library;xkbcommon/libxkbcommon;1.6.0;pkg:generic/xkbcommon/libxkbcommon@1.6.0;xkbcommon Project;https://xkbcommon.org/;https://github.com/xkbcommon/libxkbcommon;libxkbcommon is a keymap compiler and support library which processes a reduced subset of keymaps as defined by the XKB specification.;MIT & MIT;"google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100 ; gnome/gtk@3.24.41 ; weston@12.0.4.imx";;ab6437c2-e406-447c-8cb8-d610a6684bfb;;
library;libxml2;2.12.10;pkg:generic/libxml2@2.12.10;GNOME Project;https://gitlab.gnome.org/GNOME/libxml2;https://gitlab.gnome.org/GNOME/libxml2;The XML Parser Library allows for manipulation of XML files. Libxml2 exports Push and Pull type parser interfaces for both XML and HTML. It can do DTD validation at parse time, on a parsed document instance or with an arbitrary DTD. Libxml2 includes complete XPath, XPointer and Xinclude implementations. It also has a SAX like interface, which is designed to be compatible with Expat.;MIT;"at-spi2-core@2.50.1 ; gettext@0.22.5 ; libqb@2.0.8 ; xkbcommon/libxkbcommon@1.6.0 ; libxslt@1.1.43 ; qsboost-hal@git ; shared-mime-info@2.4 ; wayland@1.22.0";;60b58427-f6d2-4d97-8631-e5bc51cbe6ac;;
library;libxslt;1.1.43;pkg:generic/libxslt@1.1.43;GNOME Project;https://gitlab.gnome.org/GNOME/libxslt;https://gitlab.gnome.org/GNOME/libxslt;libxslt is the XSLT C parser and toolkit developed for the Gnome project. XSLT itself is a an XML language to define transformation for XML. Libxslt is based on libxml2 the XML C library developed for the GNOME project. It also implements most of the EXSLT set of processor-portable extensions functions and some of Saxon's evaluate and expressions extensions.;MIT;"google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100 ; qsboost-hal@git";;db88fcca-a9c3-4e4c-820f-93d4ab9316c5;;
library;libyaml;0.2.5;pkg:generic/libyaml@0.2.5;;;;LibYAML is a C library for parsing and emitting data in YAML 1.1, a human-readable data serialization format.;MIT;fluentbit@3.2.10;;2bd26fcf-6bf9-4f1a-97ac-9d1ec69aa20f;;
library;linux-firmware;20250311;pkg:generic/linux-firmware@20250311;;;;Linux firmware is a package distributed alongside the Linux kernel that contains firmware binary blobs necessary for partial or full functionality of certain hardware devices.;Firmware-Abilis     & Firmware-adsp_sst     & Firmware-agere     & Firmware-amdgpu     & Firmware-amd-ucode     & Firmware-amlogic_vdec     & Firmware-amphion_vpu     & Firmware-atheros_firmware     & Firmware-atmel     & Firmware-broadcom_bcm43xx     & Firmware-ca0132     & Firmware-cavium     & Firmware-chelsio_firmware     & Firmware-cirrus     & Firmware-cnm     & Firmware-cw1200     & Firmware-cypress     & Firmware-dib0700     & Firmware-e100     & Firmware-ene_firmware     & Firmware-fw_sst_0f28     & Firmware-go7007     & Firmware-hfi1_firmware     & Firmware-i915     & Firmware-ibt_firmware     & Firmware-ice     & Firmware-ice_enhanced     & Firmware-it913x     & Firmware-iwlwifi_firmware     & Firmware-IntcSST2     & Firmware-kaweth     & Firmware-linaro     & Firmware-Lontium     & Firmware-Marvell     & Firmware-mediatek     & Firmware-microchip     & Firmware-moxa     & Firmware-myri10ge_firmware     & Firmware-netronome     & Firmware-nvidia     & Firmware-nxp     & Firmware-nxp_mc_firmware     & Firmware-OLPC     & Firmware-ath9k-htc     & Firmware-phanfw     & Firmware-powervr     & Firmware-qat     & Firmware-qcom     & Firmware-qcom-yamato     & Firmware-qla1280     & Firmware-qla2xxx     & Firmware-qualcommAthos_ar3k     & Firmware-qualcommAthos_ath10k     & Firmware-r8a779x_usb3     & Firmware-radeon     & Firmware-ralink_a_mediatek_company_firmware     & Firmware-ralink-firmware     & Firmware-rockchip     & Firmware-rtlwifi_firmware     & Firmware-imx-sdma_firmware     & Firmware-siano     & Firmware-ti-connectivity     & Firmware-ti-keystone     & Firmware-ueagle-atm4-firmware     & Firmware-via_vt6656     & Firmware-wl1251     & Firmware-xc4000     & Firmware-xc5000     & Firmware-xc5000c     & WHENCE     & GPL-2.0-or-later;;;3a62dfbd-25d8-4aa5-ae02-f91b5b6ea900;;
library;linux_kernel;6.6.119;pkg:generic/linux_kernel@6.6.119;;;;Linux kernel for Toradex Freescale i.MX based modules.;GPL-2.0-only;;;bf76c711-e1ab-4751-b2aa-dcf8a31af2ec;;
library;linux-pam;1.5.3;pkg:generic/linux-pam@1.5.3;;;;Linux-PAM (Pluggable Authentication Modules for Linux), a flexible mechanism for authenticating users;GPL-2.0-or-later | BSD-3-Clause;"cyrus-sasl@2.1.28 ; kbd@2.6.4 ; libcap@2.69 ; shadow@4.14.2 ; systemd@255.21 ; util-linux@2.39.3";;330a3210-dd86-4d78-9123-a696ea720bd8;;
library;littlecms/little_cms_color_engine;2.16;pkg:generic/littlecms/little_cms_color_engine@2.16;;;;Little cms is a small-footprint, speed optimized color management engine.;MIT;"openjpeg@2.5.4 ; pillow@10.3.0";;b045f986-3591-4b72-b437-56e3948af68b;;
library;log4cplus;2.1.1;pkg:generic/log4cplus@2.1.1;;;;log4cplus is a simple to use C++ logging API providing thread-safe, flexible, and arbitrarily granular control over log management and configuration. It is modelled after the Java log4j API.;Apache-2.0 & BSD-2-Clause;qsboost-hal@git;;c532129e-b621-4475-9ec8-c9b7c40e50ec;;
library;logger;v1.1.3;pkg:generic/logger@v1.1.3;;;;Logger;CLOSED;"http@v1.1.3 ; qsboost-core@git ; qsboost-hal@git ; qsboost-instrument-configuration@git ; reflect@v1.4.2";;fd03f914-c919-4eb5-83a7-7b8903a751d4;;
library;logrotate;3.21.0;pkg:generic/logrotate@3.21.0;;;;The logrotate utility is designed to simplify the administration of log files on a system which generates a lot of log files.;GPL-2.0-only;qsboost-logger@git;;191dd6e2-f34d-4efd-b966-d77a7b9803fd;;
library;lua5.1;5.1.5;pkg:generic/lua5.1@5.1.5;;;;Lua is a powerful light-weight programming language designed for extending applications.;MIT;qsboost-hal@git;;ee7d401d-5dcd-4c47-9e62-a5820ad43acb;;
library;luajit;2.1;pkg:generic/luajit@2.1;;;;Just-In-Time Compiler for Lua.;MIT;fluentbit@3.2.10;;5aca2262-8fa1-4090-bc5a-6a2f13d2bf9f;;
library;lvm2;2.03.22;pkg:generic/lvm2@2.03.22;;;;LVM2 is a set of utilities to manage logical volumes in Linux.;GPL-2.0-only & LGPL-2.1-only;;;a66b7f6d-97af-4f8a-951a-2dbf45e0cfcc;;
library;python/MarkupSafe;2.1.5;pkg:generic/python/MarkupSafe@2.1.5;MarkupSafe maintainers;https://markupsafe.palletsprojects.com/;https://github.com/pallets/markupsafe/;Implements a XML/HTML/XHTML Markup safe string for Python.;BSD-3-Clause;"jinja@3.1.6 ; jinja2@3.1.6 ; python/werkzeug@3.0.6";;22d2a953-efad-4a86-bfeb-6926c1885dc0;;
library;python/matplotlib;3.7.2;pkg:generic/python/matplotlib@3.7.2;John D. Hunter, Michael Droettboom;https://matplotlib.org;https://github.com/matplotlib/matplotlib;Matplotlib is a Python 2D plotting library which produces publication-quality figures in a variety of hardcopy formats and interactive environments across platforms.;PSF-2.0;;;950cd2af-be61-4a6b-a4e5-5dc0593fba18;;
library;mongo-c-driver;r1.24;pkg:generic/mongo-c-driver@r1.24;;;;Driver written in C for mongodb;Apache-2.0;mongo-cxx-driver@r3.8.0;;ff82d1cd-7c2a-4033-a7db-1fe65dd71f04;;
library;mongo-cxx-driver;r3.8.0;pkg:generic/mongo-cxx-driver@r3.8.0;;;;Driver written in CXX for mongodb;Apache-2.0;"qsboost-core@git ; qsboost-hal@git ; qsboost-instrument-configuration@git";;fa4d0246-0203-4c86-b1cd-86dfe53d80dd;;
library;mongodb;4.4.29;pkg:generic/mongodb@4.4.29;;;;mongodb.;SSPL-1 & Apache-2.0 & Zlib;qsboost-db@git;;2d07eaa0-3f98-4c29-b80a-946ec69daaaa;;
library;python/more-itertools;10.2.0;pkg:generic/python/more-itertools@10.2.0;more-itertools maintainers;https://github.com/more-itertools/more-itertools;https://github.com/more-itertools/more-itertools;More routines for operating on iterables, beyond itertools.;MIT;python/zipp@3.17.0;;a52434b2-f4ac-445a-854e-0cfbfde7670d;;
library;mtdev;1.1.6;pkg:generic/mtdev@1.1.6;;;;mtdev is a library which transforms all variants of kernel multitouch events to the slotted type B protocol. The events put into mtdev may be from any MT device, specifically type A without contact tracking, type A with contact tracking, or type B with contact tracking;MIT;"libinput@1.25.0 ; weston@12.0.4.imx";;1135ac11-4614-4402-9a66-5e32cbc15eb9;;
library;mwifiexconf;1.0;pkg:generic/mwifiexconf@1.0;;;;"AP mode: Currently wifi chip fw doesn't support mode changes, this creates multiple interfaces on boot; Power saving disable: Currently IW416 on Verdin AM62 is not stable with power saving enabled, so disable it.";MIT;;;523857ba-1126-4857-b997-7fcc0e05db4d;;
library;ncurses;6.4;pkg:generic/ncurses@6.4;;;;SVr4 and XSI-Curses compatible curses library and terminfo tools including tic, infocmp, captoinfo. Supports color, multiple highlights, forms-drawing characters, and automatic recognition of keypad and function-key sequences. Extensions include resizable windows and mouse support on both xterm and Linux console using the gpm library.;MIT;"bash@5.2.21 ; cpython@3.12.12 ; libedit@20230828-3.1 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12 ; readline@8.2 ; util-linux@2.39.3";;42a86e00-577c-4179-8017-ed8043fac4c1;;
library;netbase;6.4;pkg:generic/netbase@6.4;;;;This package provides the necessary infrastructure for basic TCP/IP based networking;GPL-2.0-only;;;e38d14db-3c82-4924-8081-fd2e90143790;;
library;netscape_portable_runtime;4.35;pkg:generic/netscape_portable_runtime@4.35;;;;Netscape Portable Runtime Library.;GPL-2.0-only | MPL-2.0 | LGPL-2.1-only;"google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100 ; network_security_services@3.98";;c51f186f-c555-4079-aef3-02e0283f6d85;;
library;network_security_services;3.98;pkg:generic/network_security_services@3.98;;;;Network Security Services (NSS) is a set of libraries designed to support cross-platform development of security-enabled client and server applications. Applications built with NSS can support SSL v2 and v3, TLS, PKCS 5, PKCS 7, PKCS 11, PKCS 12, S/MIME, X.509 v3 certificates, and other security standards.;(MPL-2.0 & MIT) | (MPL-2.0 & GPL-2.0-or-later & MIT) | (MPL-2.0 & LGPL-2.1-or-later & MIT);"google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100";;ca2a9eb2-473c-409e-bf9f-3b8bc25116d0;;
library;nftables;1.0.9;pkg:generic/nftables@1.0.9;;;;nftables replaces the popular {ip,ip6,arp,eb}tables. This software provides an in-kernel packet classification framework that is based on a network-specific Virtual Machine (VM), nft, a userspace command line tool and libnftables, a high-level userspace library.;GPL-2.0-only;;;e51b6ce2-6a78-4aac-a408-171598b0e014;;
library;nginx;1.24.0;pkg:generic/nginx@1.24.0;;;;Nginx is a web server and a reverse proxy server for HTTP, SMTP, POP3 and IMAP protocols, with a strong focus on high concurrency, performance and low memory usage.;BSD-2-Clause;qsboost-ui@git;;1cc94d19-adcf-4f05-91aa-65a5f96d99a0;;
library;nodejs;20.18.2;pkg:generic/nodejs@20.18.2;OpenJS Foundation;https://nodejs.org/;https://github.com/nodejs/node;nodeJS Evented I/O for V8 JavaScript;MIT & ISC & BSD-2-Clause & BSD-3-Clause & Artistic-2.0 & Apache-2.0;qsboost-ui@git;;4cbf28ce-d003-4e16-bd9f-5ff46099bed8;;
library;node.js;20.18.2;pkg:generic/node.js@20.18.2;OpenJS Foundation;https://nodejs.org/;https://github.com/nodejs/node;nodeJS Evented I/O for V8 JavaScript;MIT & ISC & BSD-2-Clause & BSD-3-Clause & Artistic-2.0 & Apache-2.0;;;0f5c47f2-cedc-4944-84a5-037ee4236beb;;
library;openblas;0.3.28;pkg:generic/openblas@0.3.28;;;;OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD version.;BSD-3-Clause;python/scipy@1.14.1;;6d401ecb-bb6d-49fd-ae2e-83a25b362d2c;;
library;openjpeg;2.5.4;pkg:generic/openjpeg@2.5.4;OpenJPEG Team;https://www.openjpeg.org/;https://github.com/uclouvain/openjpeg;OpenJPEG library is an open-source JPEG 2000 codec;BSD-2-Clause;pillow@10.3.0;;59b66cc2-bb55-4b68-bb49-5d6fb8043235;;
library;openssl/openssl;3.2.6;pkg:generic/openssl/openssl@3.2.6;OpenSSL Project;https://www.openssl.org/;https://github.com/openssl/openssl;Secure Socket Layer (SSL) binary and related cryptographic tools.;Apache-2.0;"ca-certificates@20250419 ; cpython@3.12.12 ; cryptsetup@2.7.5 ; curl/curl@8.7.1 ; daniel_stenberg/curl@8.7.1 ; haxx/curl@8.7.1 ; cyrus-sasl@2.1.28 ; grpc@1.60.1 ; kmod@31 ; curl/libcurl@8.7.1 ; haxx/libcurl@8.7.1 ; libcurl/libcurl@8.7.1 ; libssh@0.10.6 ; mongo-c-driver@r1.24 ; mongodb@4.4.29 ; nginx@1.24.0 ; nodejs@20.18.2 ; node.js@20.18.2 ; python/pyOpenSSL@24.0.0 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12 ; qsboost-core@git ; qsboost-hal@git ; qsboost-instrument-configuration@git ; qt@5.15.13 ; qtbase@5.15.13 ; usbguard@1.1.2";;b10b4514-dbab-4789-ad9e-8fb4daac9e0b;;
library;opkg-utils;0.6.3;pkg:generic/opkg-utils@0.6.3;;;;Additional utilities for the opkg package manager.;GPL-2.0-or-later;"attr@2.5.1 ; bash@5.2.21 ; binutils@2.42 ; busybox@1.36.1 ; bzip2@1.0.8 ; cairo@1.18.0 ; cpython@3.12.12 ; curl/curl@8.7.1 ; daniel_stenberg/curl@8.7.1 ; haxx/curl@8.7.1 ; dosfstools@4.2 ; e2fsprogs@1.47.0 ; gnome/gtk@3.24.41 ; kbd@2.6.4 ; kmod@31 ; curl/libcurl@8.7.1 ; haxx/libcurl@8.7.1 ; libcurl/libcurl@8.7.1 ; libedit@20230828-3.1 ; libgpg-error@1.48 ; lua5.1@5.1.5 ; lvm2@2.03.22 ; ncurses@6.4 ; netscape_portable_runtime@4.35 ; openssl/openssl@3.2.6 ; perl@5.38.4 ; psplash@0.1 ; python/python@3.12.12 ; python_software_foundation/python@3.12.12 ; readline@8.2 ; shadow@4.14.2 ; systemd@255.21 ; usbutils@017 ; util-linux@2.39.3 ; xz@5.4.7";;52c38426-aa65-49b8-a909-3417912944c2;;
library;oracle_berkeley_db;11.2.5.3.28;pkg:generic/oracle_berkeley_db@11.2.5.3.28;;;;Provides the foundational storage services for your application, no matter how demanding and unique your requirements may seem to be;Sleepycat;;;fc1d4664-7ff6-41b7-abd2-c71939f1e997;;
library;os-release;1.0;pkg:generic/os-release@1.0;;;;The /usr/lib/os-release file contains operating system identification data.;MIT;;;c1e30db7-01e8-4318-bad8-f9ee0f57d86d;;
library;python/packaging;23.2;pkg:generic/python/packaging@23.2;packaging maintainers;https://packaging.pypa.io/;https://github.com/pypa/packaging;Core utilities for Python packages.;Apache-2.0 | BSD-2-Clause;python/matplotlib@3.7.2;;68810de2-12e3-4d2c-beef-b382ad469496;;
library;pango;1.52.1;pkg:generic/pango@1.52.1;GNOME Project;https://pango.gnome.org/;https://gitlab.gnome.org/GNOME/pango;Pango is a library for laying out and rendering of text, with an emphasis on internationalization. Pango can be used anywhere that text layout is needed, though most of the work on Pango so far has been done in the context of the GTK+ widget toolkit. Pango forms the core of text and font handling for GTK+-2.x.;LGPL-2.0-or-later;"google/chrome@129.0.6668.100 ; chromium/chromium@129.0.6668.100 ; gnome/gtk@3.24.41 ; weston@12.0.4.imx";;65627fa6-1d7c-4e6a-86a6-d46877b3e53b;;
library;python/pathlib2;2.3.7;pkg:generic/python/pathlib2@2.3.7;Matthias C. M. Troffaes;https://github.com/jazzband/pathlib2;https://github.com/jazzband/pathlib2;Object-oriented filesystem paths.;MIT;python/importlib_metadata@7.0.1;;53a75b57-aa0c-4c41-b50f-e3bdba8216da;;
library;pcre;8.45;pkg:generic/pcre@8.45;;;;The PCRE library is a set of functions that implement regular expression pattern matching using the same syntax and semantics as Perl 5. PCRE has its own native API, as well as a set of wrapper functions that correspond to the POSIX regular expression API.;BSD-3-Clause;"mongodb@4.4.29 ; nginx@1.24.0";;be23c25b-af5e-4410-ba7f-da861faeda1e;;
library;pcre2;10.43;pkg:generic/pcre2@10.43;;;;There are two major versions of the PCRE library. The newest version is PCRE2, which is a re-working of the original PCRE library to provide an entirely new API. The original, very widely deployed PCRE library's API and feature are stable, future releases will be for bugfixes only. All new future features will be to PCRE2, not the original PCRE 8.x series.;BSD-3-Clause;"glib@2.78.6 ; poco@1.12.5p2 ; qt@5.15.13 ; qtbase@5.15.13";;116e887f-2c9e-413b-8c13-ceb733ddb47a;;
library;perl;5.38.4;pkg:generic/perl@5.38.4;;;;Perl is a highly capable, feature-rich programming language;Artistic-1.0 | GPL-1.0-or-later;;;f69cc012-bd7e-40ad-bab7-b3a54c6f8b1c;;
library;pillow;10.3.0;pkg:generic/pillow@10.3.0;pillow maintainers;https://python-pillow.github.io;https://github.com/python-pillow/Pillow;Python Imaging Library (Fork). Pillow is the friendly PIL fork by Alex Clark and Contributors. PIL is the Python Imaging Library by Fredrik Lundh and Contributors.;HPND;python/matplotlib@3.7.2;;9251fe76-42fd-4a64-a2cb-b501c79e61a5;;
library;python/pip;24.0;pkg:generic/python/pip@24.0;pip maintainers;https://pip.pypa.io/;https://github.com/pypa/pip;The PyPA recommended tool for installing Python packages.;MIT & Apache-2.0 & MPL-2.0 & LGPL-2.1-only & BSD-3-Clause & PSF-2.0 & BSD-2-Clause;;;d7a7980f-d5a4-4a1c-91bf-ced1baf4dfdf;;
library;pixman;0.42.2;pkg:generic/pixman@0.42.2;;;;Pixman provides a library for manipulating pixel regions -- a set of Y-X banded rectangles, image compositing using the Porter/Duff model and implicit mask generation for geometric primitives including trapezoids, triangles, and rectangles.;MIT & PD;"cairo@1.18.0 ; weston@12.0.4.imx";;5fe37b34-0b09-4f97-9e6d-cff1446296a6;;
library;python/ply;3.11;pkg:generic/python/ply@3.11;David Beazley;http://www.dabeaz.com/ply/;https://github.com/dabeaz/ply;Python ply: PLY is yet another implementation of lex and yacc for Python;BSD-3-Clause;python/pycparser@2.21;;464a5931-dc7a-441e-9b98-9f6066cfa889;;
library;pm-utils;1.4.1;pkg:generic/pm-utils@1.4.1;;;;Simple shell command line tools to suspend and hibernate.;GPL-2.0-only;;;3bbccee3-5cac-4d21-b8b0-b4a17ad26dcf;;
library;poco;1.12.5p2;pkg:generic/poco@1.12.5p2;;;;Modern, powerful open source C++ class libraries and frameworks for building network- and internet-based applications that run on desktop, server, mobile and embedded systems.;BSL-1.0;"logger@v1.1.3 ; qsboost-core@git ; qsboost-hal@git ; qsboost-instrument-configuration@git";;0106578a-77e7-4c6e-bc03-af6f80824513;;
library;popt;1.19;pkg:generic/popt@1.19;;;;Popt is a C library for parsing command line parameters. Popt was heavily influenced by the getopt() and getopt_long() functions, but it improves on them by allowing more powerful argument expansion. Popt can parse arbitrary argv[] style arrays and automatically set variables based on command line arguments.;MIT;"cryptsetup@2.7.5 ; logrotate@3.21.0";;dcbfa3da-3e97-44b2-b0a2-1f0a5bc6a3c3;;
library;protobuf;4.25.8;pkg:generic/protobuf@4.25.8;Google;https://protobuf.dev/;https://github.com/protocolbuffers/protobuf;Protocol Buffers are a way of encoding structured data in an efficient yet extensible format. Google uses Protocol Buffers for almost all of its internal RPC protocols and file formats.;BSD-3-Clause;"grpc@1.60.1 ; python/grpcio@1.62.0 ; usbguard@1.1.2";;134bc681-2c42-49f7-a572-a80445ffa267;;
library;python/protobuf;4.25.8;pkg:generic/python/protobuf@4.25.8;Google;https://protobuf.dev/;https://github.com/protocolbuffers/protobuf;Protocol Buffers are language-neutral, platform-neutral extensible mechanisms for serializing structured data..;BSD-3-Clause;;;16403135-3888-49cd-8307-de4b02da2aaa;;
library;psplash;0.1;pkg:generic/psplash@0.1;;;;PSplash is a userspace graphical boot splash screen for mainly embedded Linux devices supporting a 16bpp or 32bpp framebuffer. It has few dependencies (just libc), supports basic images and text and handles rotation. Its visual look is configurable by basic source changes. Also included is a 'client' command utility for sending information to psplash such as boot progress information.;GPL-2.0-or-later;;;728e0eb3-6274-41f4-b175-72b6b324b620;;
library;pwgen;2.08;pkg:generic/pwgen@2.08;;;;Password Generator;GPLv2;;;d32a4709-55b3-40ca-b28c-232463616d68;;
library;python/pycparser;2.21;pkg:generic/python/pycparser@2.21;pycparser maintainers;https://github.com/eliben/pycparser;https://github.com/eliben/pycparser;Parser of the C language, written in pure Python.;BSD-3-Clause;python/cffi@1.16.0;;41d6446e-0b7e-42dd-9f79-6739993833c5;;
library;python/pycryptodomex;3.20.0;pkg:generic/python/pycryptodomex@3.20.0;Helder Eijs;https://www.pycryptodome.org;https://github.com/Legrandin/pycryptodome/;PyCryptodome is a self-contained Python package of low-level cryptographic primitives.;PD & BSD-2-Clause;python/pyzipper@0.3.6;;6d681cd9-f2d7-4c68-9853-ee4bf9e5e964;;
library;python/PyJWT;2.8.0;pkg:generic/python/PyJWT@2.8.0;PyJWT maintainers;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;A Python implementation of JSON Web Token draft 32. Original implementation was written by https://github.com/progrium;MIT;;;9a411593-7275-4128-b979-b87b3108fcfc;;
library;python/pymongo;4.6.1;pkg:generic/python/pymongo@4.6.1;The MongoDB Python Team;https://www.mongodb.org;https://github.com/mongodb/mongo-python-driver;The PyMongo distribution contains tools for interacting with MongoDB database from Python. The bson package is an implementation of the BSON format for Python. The pymongo package is a native Python driver for MongoDB. The gridfs package is a gridfs implementation on top of pymongo.;Apache-2.0;;;cb7cf945-516f-4407-8d36-bd73157e5f89;;
library;python/pyOpenSSL;24.0.0;pkg:generic/python/pyOpenSSL@24.0.0;The pyOpenSSL developers;https://pyopenssl.org/;https://github.com/pyca/pyopenssl;Simple Python wrapper around the OpenSSL library.;Apache-2.0;urllib3@2.2.2;;217fb23f-c383-40bd-aee5-813f869fc0d3;;
library;python/pyparsing;3.1.1;pkg:generic/python/pyparsing@3.1.1;pyparsing maintainers;https://github.com/pyparsing/pyparsing/;https://github.com/pyparsing/pyparsing.git;The pyparsing module is an alternative approach to creating and executing simple grammars, vs. the traditional lex/yacc approach, or the use of regular expressions. The pyparsing module provides a library of classes that client code uses to construct the grammar directly in Python code.;MIT;python/matplotlib@3.7.2;;eedc6fb1-538e-442e-9df7-3ad118c35e40;;
library;python/pyroute2;0.7.10;pkg:generic/python/pyroute2@0.7.10;pyroute2 maintainers;https://github.com/svinota/pyroute2;https://github.com/svinota/pyroute2;A pure Python netlink and Linux network configuration library.;GPL-2.0-or-later | Apache-2.0;;;4efea6fd-5d64-4cdf-ac99-166a066f6361;;
library;python/pyrsistent;0.20.0;pkg:generic/python/pyrsistent@0.20.0;Tobias Gustafsson;https://github.com/tobgu/pyrsistent/;https://github.com/tobgu/pyrsistent/;Persistent/Immutable/Functional data structures for Python.;MIT;python/jsonschema@4.21.1;;67e1a872-3c10-4301-b853-e4a95540263d;;
library;python/PySocks;1.7.1;pkg:generic/python/PySocks@1.7.1;Anorov;https://github.com/Anorov/PySocks;https://github.com/Anorov/PySocks;A Python SOCKS client module.;BSD-3-Clause;requests@2.32.4;;5a45c859-f206-474d-aa91-6b3f0db649f9;;
library;python/python;3.12.12;pkg:generic/python/python@3.12.12;Python Software Foundation;https://www.python.org/;https://github.com/python/cpython;Python is a programming language that lets you work more quickly and integrate your systems more effectively.;PSF-2.0;;;12ebdd2c-334c-470a-8dbe-79edebf64f63;;
